Sample	Region	State	Typo	Latitude	Longitude	Temp	Cond	Sal	OD	pH	Clorof	NO2	NO3	PO4	SO4	NH4	NID	Ptotal	NPratio	Trophic	Bacteria	HighDNA	LowDNA	%High	%Low
618	Amazonas	MT	River	S1336755 	W05625156 	27.58	87	0.04	7.01	7.31	6.4	0.00	55.43	5.90	96.57	30.00	85.42	41.36	14.49	Mesotrophic	1536491.47	1264982.94	271508.53	82	18
2026	Amazonas	MT	River	S1209883 	W05319880 	32.75	11	0	6.3	6.19	5.6	0.16	13.17	4.51	14.08	17.85	31.18	27.01	6.91	Mesotrophic	3557224.03	2563143.46	994080.57	72	28
2027	Amazonas	MT	River	S1206980 	W05400056 	27.84	9	0	6.81	5.78	85.7	NA	28.97	NA	19.27	30.00	58.97	29.24	NA	Mesotrophic	392733.68	315612.02	77121.66	80	20
2032	Amazonas	PA	River	S0936000	W05555000	"26,90"	12	NA	"8,80"	"7,13"	NA	NA	121.57	11.08	95.76	66.44	188.00	50.26	16.97	Mesotrophic	662819.68	587729.89	75089.80	89	11
285	Amazonas	AM	River	S0513519 	W06408639 	26.83	39	0.02	5.19	6.52	5.9	0.06	83.60	5.41	0.072	1.90	85.55	36.89	15.80	Mesotrophic	3518991.10	1472373.89	2030860.53	42	58
304	Amazonas	AM	River	S0538238 	W06404521 	27.74	48	0.02	4.91	6.95	13	0.12	98.93	5.84	207.13	0.53	99.58	40.87	17.06	Mesotrophic	188270.13	113284.40	53466.44	60	28
317	Amazonas	AM	River	S0551791 	W06433677 	27.34	36	0.02	4.6	6.17	7	0.00	38.59	3.09	0.056	1.90	40.49	29.86	13.09	Mesotrophic	9276729.56	4048364.78	4074339.62	44	44
325	Amazonas	AM	River	S0606651 	W06332204 	27.52	30	0.01	5.49	6.18	0	0.18	59.90	1.55	0.088	15.17	75.25	38.48	48.65	Mesotrophic	1498983.74	732103.66	563617.89	49	38
334	Amazonas	AM	River	S0606240 	W06451814 	27.6	37	0.02	4.81	6.38	11.6	0.15	36.88	0.77	0.063	10.43	47.46	34.17	61.37	Mesotrophic	1966666.67	844880.00	868480.00	43	44
343	Amazonas	AM	River	S0630675 	W06419864 	27.99	67	0.03	5.28	6.95	9.4	0.23	128.33	8.76	423.62	0.53	129.10	44.22	14.74	Mesotrophic	175107.59	85857.38	63521.27	49	36
375	Amazonas	AM	River	S0713484 	W06038998 	28.74	37	0.02	5.72	7.3	6.4	0.12	35.97	1.55	0.053	0.00	36.09	28.26	23.33	Mesotrophic	1356945.72	750119.60	427166.51	55	31
381	Amazonas	PA	River	S0710007 	W05138018 	27.61	75	0.03	7.54	7.97	9.8	0.00	62.40	3.09	0.137	0.00	62.40	29.86	20.17	Mesotrophic	7642487.05	2983626.94	3796787.56	39	50
384	Amazonas	AM	River	S0713324 	W06446942 	28.22	0	0.03	NA	7.21	6.7	0.23	104.81	16.54	432.36	0.53	105.57	42.31	6.38	Mesotrophic	177921.14	94395.15	58164.64	53	33
399	Amazonas	AM	River	S0732298 	W06453979 	28.09	0	0.02	NA	6.88	11.4	0.09	76.80	5.41	0.075	18.02	94.91	27.31	17.53	Mesotrophic	5305755.40	2069244.60	2304820.14	39	43
401	Amazonas	AM	River	S0734550 	W06041058 	28.7	36	0.02	5.62	7.47	3.8	0.15	100.81	3.09	0.059	0.95	101.90	30.02	32.94	Mesotrophic	896656.53	552340.43	277963.53	62	31
433	Amazonas	RO	River	S0815043 	W06246202 	28.75	43	0.02	6.03	7.42	14.7	0.00	1.89	2.71	0.061	0.00	1.89	26.99	0.70	Mesotrophic	1578384.16	898416.27	473515.25	57	30
459	Amazonas	RO	River	S0905460 	W06136981 	28.03	55	0.02	NA	7.85	24	0.00	39.76	0.77	0.068	4.74	44.50	29.22	57.53	Mesotrophic	2952952.95	1372532.53	1480020.02	46	50
464	Amazonas	MT	River	S0903112 	W05923089 	26.46	29	0.01	5.46	7.24	5.5	0.09	91.56	2.51	0.047	0.00	91.65	40.56	36.46	Mesotrophic	1891025.64	1074102.56	629333.33	57	33
465	Amazonas	PA	River	S0907751 	W05659093 	25.98	42	0.02	6.77	7.33	0.2	0.06	105.82	5.03	0.133	1.90	107.77	30.66	21.44	Mesotrophic	2938247.01	1429163.35	1116533.86	49	38
472	Amazonas	RO	River	S0919579 	W06424542 	26.21	40	0.02	NA	7.21	17.3	0.15	130.62	3.29	0.073	14.23	145.00	28.90	44.11	Mesotrophic	2547495.68	1342020.73	917098.45	53	36
473	Amazonas	MT	River	S0924471 	W06037143 	27.49	47	0.02	NA	7.53	10.7	0.21	60.18	0.00	0.050	5.69	66.08	31.30	NA	Mesotrophic	1475000.00	624220.00	824230.00	42	56
481	Amazonas	MT	River	S0925432 	W05707789 	27.43	30	0.01	5.44	7.23	0	0.27	97.62	4.45	0.046	0.95	98.84	34.49	22.22	Mesotrophic	1849529.78	850783.70	961755.49	46	52
498	Amazonas	RO	River	S0941221 	W06526500 	26.18	36	0.02	NA	7.24	12.1	0.32	148.86	0.00	0.132	21.81	171.00	35.77	NA	Mesotrophic	720564.16	374112.04	274723.88	52	38
499	Amazonas	MT	River	S0942207 	W06043642 	27.7	60	0.03	NA	7.46	14.3	0.09	44.99	1.35	0.052	2.85	47.92	40.40	35.41	Mesotrophic	1520618.56	699484.54	630752.58	46	41
519	Amazonas	RO	River	S1211695 	W06435387 	30.02	48	0.02	NA	6.78	0.1	0.18	12.50	0.00	0.084	2.85	15.52	39.44	NA	Mesotrophic	1021821.96	571402.84	326983.03	56	32
526	Amazonas	RO	River	S1039005 	W06149059 	27.33	55	0.02	NA	7.65	7.7	0.29	170.11	0.97	0.086	5.69	176.10	26.67	182.14	Mesotrophic	1910621.76	892642.49	764248.70	47	40
546	Amazonas	RO	River	S1112809 	W06457928 	25.65	42	0.02	NA	6.33	2	0.06	101.04	4.45	0.064	12.33	113.42	34.81	25.50	Mesotrophic	970075.63	502111.15	345734.96	52	36
569	Amazonas	RO	River	S1156014 	W06501315 	27.65	50	0.02	NA	7.16	7.4	0.00	26.39	3.09	0.099	3.79	30.18	36.73	9.75	Mesotrophic	1966666.67	837800.00	1073013.33	43	55
579	Amazonas	RO	River	S1227910 	W06414603 	27.68	50	0.02	NA	7.09	8.9	0.00	25.93	0.00	0.045	0.00	25.93	35.29	NA	Mesotrophic	3185745.14	1683347.73	1257732.18	53	39
581	Amazonas	RO	River	S1232421 	W06331878 	27.96	52	0.02	NA	7.09	1	0.00	22.26	2.51	0.045	0.00	22.26	33.37	8.86	Mesotrophic	4851973.68	2422105.26	1923322.37	50	40
604	Amazonas	RO	River	S1308683 	W06219168 	28.11	52	0.02	NA	7.01	11.4	0.00	16.91	1.35	0.056	0.00	16.91	36.09	12.49	Mesotrophic	2458333.33	1072816.67	979400.00	44	40
614	Amazonas	RO	River	S1326677 	W06153203 	28.21	50	0.02	NA	7.24	13.4	0.00	6.84	2.71	0.065	0.00	6.84	39.76	2.53	Mesotrophic	2371382.64	1132572.35	869823.15	48	37
615	Amazonas	RO	River	S1330803 	W06109819 	27.41	51	0.02	NA	7.29	8.9	0.03	25.30	1.16	0.065	0.00	25.33	38.64	21.84	Mesotrophic	2350597.61	1053067.73	903569.72	45	38
621	Amazonas	RO	River	S1339809 	W06046536 	26.85	51	0.02	NA	7.19	3.9	0.00	12.36	0.77	0.074	0.00	12.36	37.21	15.98	Mesotrophic	2365677.63	1136471.53	880032.08	48	37
630	Amazonas	MT	River	S1430089 	W06005182 	25.16	53	0.02	NA	7.43	7.1	0.03	32.96	4.25	0.144	0.00	32.99	46.63	7.75	Mesotrophic	2040110.65	922946.06	873983.40	45	43
638	Amazonas	MT	River	S1500826 	W05957618 	24.2	59	0.03	NA	7	7.1	0.00	58.99	8.31	0.195	0.00	58.99	51.10	7.09	Mesotrophic	976174.72	559543.35	385784.25	57	40
1017	Amazonas	RO	River	S1022815 	W06223418 	27.95	87	0.04	NA	7.51	9.7	0.00	147.21	3.48	0.079	5.69	152.90	45.19	43.93	Mesotrophic	4524539.88	2171779.14	2329233.13	48	51
2154	Amazonas	PA	River	S0800824 	W05318404 	26.07	38	0.02	7.25	7.21	6.2	0.00	17.82	9.67	0.043	0.00	17.82	28.11	1.84	Mesotrophic	1356945.72	690956.76	489043.24	51	36
2157	Amazonas	PA	River	S0844817 	W05713487 	26.69	53	0.02	6.11	7.16	0.7	0.03	134.15	5.41	0.154	18.02	152.20	30.82	28.11	Mesotrophic	1029309.14	522889.04	406371.25	51	39
2161	Amazonas	RO	River	S1253023 	W06245298 	29.62	45	0.02	NA	6.49	2.4	0.12	43.82	1.55	0.049	69.24	113.18	41.20	73.16	Mesotrophic	5184534.27	2922003.51	2046854.13	56	39
49	Amazonas	PA	River	S0010115 	W05031764 	30.31	100	0.05	8.41	7.23	16.2	0.00	158.53	19.14	0.508	0.95	159.48	48.86	8.33	Mesotrophic	385371.12	221349.53	141727.40	57	37
263	Amazonas	PA	River	S0448822 	W05445475 	29.49	44	0.02	4.95	6.8	20.4	0.09	56.17	0.00	0.094	0.00	56.26	36.09	NA	Mesotrophic	166081.02	140025.42	15558.38	84	9
2197	Amazonas	PA	River	S0012207 	W05021710 	29.62	98	0.04	8.10	6.79	13.2	0.00	143.11	3.67	0.484	0.00	143.11	48.23	38.95	Mesotrophic	716090.42	684094.03	27309.76	96	4
93	Amazonas	AM	River	S0129764 	W06927589 	28.84	712	0.34	7.15	6.13	12.8	0.03	118.13	2.13	0.160	5.69	123.85	28.26	58.23	Mesotrophic	145723.89	77785.49	61263.51	53	42
174	Amazonas	AM	River	S0255669 	W06834893 	28.78	454	0.22	7.3	7.72	3.4	0.03	122.88	3.48	0.184	3.79	126.71	40.56	36.41	Mesotrophic	203766.77	100469.65	94814.70	49	47
178	Amazonas	AM	River	S0255010 	W06938676 	28.89	597	0.29	7.16	6.36	10.8	0.06	130.17	7.35	0.161	3.79	134.02	33.69	18.24	Mesotrophic	162616.06	80963.50	72522.63	50	45
180	Amazonas	AM	River	S0308936 	W06801285 	29.37	638	0.31	7	7.26	8.1	0.03	127.55	2.71	0.174	0.95	128.53	46.47	47.48	Mesotrophic	139154.26	70561.05	61705.78	51	44
186	Amazonas	AM	River	S0313752 	W05941631 	30.24	301	0.14	6.41	7.76	1.8	0.00	200.51	3.89	792.04	0.00	200.51	51.57	51.52	Mesotrophic	470029.83	274047.44	149027.56	58	32
187	Amazonas	AM	River	S0312122 	W05820997 	30.38	303	0.14	6.34	7.28	9.7	0.00	166.29	10.70	842.47	0.00	166.29	44.70	15.54	Mesotrophic	46902.74	25231.51	16098.63	54	34
205	Amazonas	AM	River	S0323234 	W06438325 	30.96	336	0.16	6.62	8.09	15.5	0.00	94.65	6.81	356.84	0.00	94.65	32.41	13.90	Mesotrophic	88831.44	46416.43	29290.37	52	33
217	Amazonas	AM	River	S0346719 	W06501247 	29.92	611	0.29	6.71	6.71	16.7	0.18	146.70	0.00	0.089	7.59	154.46	30.34	NA	Mesotrophic	2672784.69	1470200.96	1077244.02	55	40
220	Amazonas	AM	River	S0351078 	W06855694 	29.69	507	0.24	7.31	7.91	19.4	0.00	215.23	4.25	0.127	9.48	224.71	28.58	52.83	Mesotrophic	213833.02	103669.83	98967.74	48	46
222	Amazonas	AM	River	S0351399 	W06122898 	32.87	301	0.14	6.39	7.63	11.9	0.12	119.25	4.86	264.73	0.00	119.36	30.49	24.54	Mesotrophic	56538.51	28192.23	17254.26	50	31
229	Amazonas	AM	River	S0404122 	W06304877 	30.44	342	0.16	6.47	7.9	9.3	0.00	59.64	3.89	81.41	0.53	60.17	30.81	15.46	Mesotrophic	273571.43	152714.29	81142.86	56	30
236	Amazonas	AM	River	S0421030 	W06959179 	29.1	398	0.19	7.19	7.11	10.7	0.00	282.30	22.38	1930.94	0.00	282.30	50.45	12.62	Mesotrophic	75963.74	38769.87	29313.81	51	39
238	Amazonas	AM	River	S0416489 	W06147476 	31.73	302	0.14	6.31	7.35	10.4	0.12	109.09	5.35	235.93	0.00	109.21	32.57	20.41	Mesotrophic	95218.27	50968.82	30974.62	54	33
239	Amazonas	AM	River	S0417918 	W06916318 	29.55	469	0.22	6.98	7.52	20.6	0.21	213.86	1.35	0.144	4.74	218.81	30.02	161.66	Mesotrophic	2307449.39	1646267.21	579012.15	71	25
241	Amazonas	AM	River	S0423264 	W06517802 	29.05	585	0.28	6.71	6.75	13.5	0.00	63.45	3.09	0.076	4.74	68.20	32.10	22.04	Mesotrophic	2364000.00	1253000.00	1013000.00	53	43
249	Amazonas	AM	River	S0440695 	W06821737 	29.54	453	0.22	6.85	7.15	17.5	0.24	150.96	5.80	0.193	2.85	154.04	27.31	26.56	Mesotrophic	780367.97	500545.14	244442.93	64	31
250	Amazonas	AM	River	S0431245 	W07135136 	28.16	385	0.18	7.1	7.35	13.8	0.32	195.37	3.48	0.277	17.07	212.77	38.80	61.13	Mesotrophic	37080.76	36387.67	693.10	98	2
256	Amazonas	AM	River	S0438581 	W07127965 	29.32	373	0.18	6.96	7.22	8.8	0.50	243.85	2.32	0.229	13.28	257.63	32.10	111.03	Mesotrophic	44131.79	41820.12	1891.36	95	4
260	Amazonas	AM	River	S0446212 	W07011423 	28.56	420	0.2	6.76	7.04	15.5	0.29	167.01	0.00	0.141	9.48	176.79	39.44	NA	Mesotrophic	59825.17	50335.66	7220.28	84	12
282	Amazonas	AM	River	S0515157 	W07202314 	27.88	303	0.14	7.09	7.3	10.1	0.77	266.95	0.97	0.167	6.64	274.36	49.98	283.78	Mesotrophic	43787.59	40012.80	3397.31	91	8
288	Amazonas	AM	River	S0519451 	W07104633 	26.97	425	0.2	7.15	7.05	14.8	1.03	210.34	0.97	0.140	26.56	237.92	32.90	246.09	Mesotrophic	44451.28	35606.38	5216.22	80	12
297	Amazonas	AM	River	S0506611 	W07248371 	26.95	323	0.15	7.11	7.52	16.4	0.32	174.06	1.35	0.115	1.90	176.29	43.59	130.24	Mesotrophic	46978.92	43601.35	2456.41	93	5
403	Amazonas	AC	River	S0739605 	W07240852 	26.64	383	0.18	7.36	7.81	18.8	0.29	85.67	0.00	0.243	1.90	87.86	48.86	NA	Mesotrophic	54698.47	49653.47	4513.95	91	8
406	Amazonas	AM	River	S0738183 	W06719556 	30.15	419	0.2	7.08	7.52	21.6	0.03	3.06	0.77	0.420	0.00	3.09	39.92	3.99	Mesotrophic	73839.09	55878.23	10263.35	76	14
438	Amazonas	AM	River	S0830517 	W06724880 	28.6	526	0.25	7.25	7.27	18.7	0.27	150.82	0.00	0.266	9.48	160.57	44.23	NA	Mesotrophic	2083792.59	1402014.81	605733.33	67	29
2219	Amazonas	AM	River	S0422116 	W07001723 	28.19	468	0.22	7.1	6.79	12.2	0.21	186.35	0.77	0.204	3.79	190.35	49.98	246.11	Mesotrophic	28302.94	20354.85	7172.66	72	25
2220	Amazonas	AM	River	S0527436 	W06901351 	28.63	469	0.22	6.87	8.02	6.3	0.50	193.92	0.77	0.203	11.38	205.80	38.64	266.09	Mesotrophic	58240.34	34003.68	16640.10	58	29
2228	Amazonas	AM	River	S0246822 	W05754615 	31.02	311	0.15	6.43	7.11	16.5	0.00	217.88	11.67	668.34	0.00	217.88	47.74	18.67	Mesotrophic	630751.76	320832.16	230269.39	52	37
10	Amazonas	RR	River	N0322421 	W06123893 	31.48	234	0.11	7.57	8.07	8.7	0.00	0.70	0.00	0.075	0.00	0.70	27.31	NA	Mesotrophic	4811551.72	2701793.10	1859517.24	56	39
14	Amazonas	RR	River	N0251386 	W06036481 	31.81	243	0.11	7.56	8.14	9.2	0.00	0.58	0.00	0.084	0.00	0.58	29.54	NA	Mesotrophic	2376716.67	1462216.67	854516.67	62	36
16	Amazonas	RR	River	N0253408 	W06128060 	30.64	230	0.11	7.77	8.08	10.2	0.00	83.06	3.09	0.098	0.00	83.06	29.54	26.85	Mesotrophic	2811940.00	1819560.00	837800.00	65	30
17	Amazonas	AM	River	N0244316 	W06042367 	30.48	206	0.1	7.41	7.57	15.9	0.00	0.64	0.00	0.091	0.00	0.64	27.79	NA	Mesotrophic	2936043.01	1506086.02	1249784.95	51	43
19	Amazonas	AM	River	N0230181 	W06053606 	30.04	280	0.13	5.7	8.35	10.9	0.00	6.27	0.00	0.088	0.00	6.27	32.90	NA	Mesotrophic	966125.00	467083.33	395791.67	48	41
20	Amazonas	RR	River	N0241331 	W06103983 	30.87	231	0.11	7.77	7.95	11.4	0.00	22.26	0.97	0.091	0.00	22.26	32.74	23.03	Mesotrophic	2293282.70	1331358.65	808573.84	58	35
24	Amazonas	RR	River	N0225329 	W06050248 	31.4	347	0.16	NA	7.88	17.8	0.00	3.31	0.00	0.091	0.00	3.31	28.26	NA	Mesotrophic	1044756.45	588985.67	370567.34	56	35
34	Amazonas	AM	River	N0102242 	W06206892 	28.77	312	0.15	7.56	7.82	9.4	0.41	194.29	0.00	0.094	11.38	206.09	29.38	NA	Mesotrophic	311930.43	154597.10	130655.07	50	42
35	Amazonas	RR	River	N0058834 	W06117830 	30.16	386	0.18	NA	7.56	13.7	0.12	77.74	0.77	0.062	3.79	81.65	35.61	105.56	Mesotrophic	927222.75	467526.07	390350.71	50	42
36	Amazonas	RR	River	N0107848 	W06053934 	30	369	0.17	NA	7.28	15.8	0.06	76.26	0.97	0.065	14.23	90.54	37.69	93.65	Mesotrophic	488150.11	263611.48	182339.96	54	37
40	Amazonas	AM	River	N0042235 	W06157652 	29.17	320	0.15	7.51	7.59	7.5	0.06	199.19	0.00	0.085	3.79	203.04	29.22	NA	Mesotrophic	291077.79	158557.28	105148.51	54	36
43	Amazonas	RR	River	N0034132 	W06137504 	31.72	342	0.16	NA	7.16	13.8	0.06	105.90	0.00	0.093	0.00	105.96	28.11	NA	Mesotrophic	778654.32	446506.17	270234.57	57	35
58	Amazonas	AM	River	S0023916 	W06251166 	30.56	438	0.21	6.83	6.08	13	0.12	59.27	1.35	0.060	10.43	69.82	28.58	51.59	Mesotrophic	1582507.29	818775.51	669469.39	52	42
101	Amazonas	AM	River	S0139947 	W06145157 	32.22	414	0.2	7.03	6.35	18.4	0.00	32.39	6.77	0.057	6.64	39.03	28.26	5.77	Mesotrophic	1214088.89	551715.56	593146.67	45	49
112	Amazonas	AM	River	S0148363 	W06637630 	29.38	270	0.13	8.08	7.7	8.1	0.00	131.73	1.93	0.151	0.95	132.68	30.98	68.62	Mesotrophic	1397056.86	958207.36	401752.51	69	29
114	Amazonas	AM	River	S0148161 	W06221961 	31.07	407	0.19	7.14	6.5	27	0.00	29.09	0.77	0.055	2.85	31.93	27.15	41.29	Mesotrophic	1559091.95	685620.69	773781.61	44	50
133	Amazonas	AM	River	S0204090 	W06512329 	30.32	243	0.11	7.74	7.23	13.5	0.00	162.49	1.74	0.297	0.95	163.43	39.44	93.91	Mesotrophic	1358273.38	884575.54	433515.59	65	32
195	Amazonas	AM	River	S0312502 	W06044615 	31.27	411	0.19	7.28	8.81	18	0.00	1.86	0.77	0.052	0.95	2.81	32.42	3.63	Mesotrophic	8612184.62	4280676.92	3993846.15	50	46
199	Amazonas	AM	River	S0315501 	W06343397 	28.38	324	0.15	7.01	6.87	24.1	0.12	24.85	0.00	0.061	4.74	29.71	32.26	NA	Mesotrophic	4371531.25	2216187.50	1969125.00	51	45
206	Amazonas	AM	River	S0329901 	W06254743 	30.55	265	0.12	7.25	7.33	18.4	0.00	15.77	2.51	0.134	4.74	20.52	39.12	8.16	Mesotrophic	11785250.00	5742666.67	5727916.67	49	49
244	Amazonas	AM	River	S0421790 	W05934565 	30.22	300	0.14	NA	7.98	8.9	0.00	239.04	1.35	3.071	0.00	239.04	49.98	176.61	Mesotrophic	252221.73	176869.18	66456.76	70	26
254	Amazonas	AM	River	S0421462 	W06405533 	28.09	254	0.12	7.98	6.87	13.9	0.00	81.69	1.16	0.083	9.48	91.17	32.74	78.59	Mesotrophic	3448785.28	2426601.23	903460.12	70	26
255	Amazonas	AM	River	S0444488 	W05914328 	29.16	229	0.11	7.9	6	18.7	0.00	43.82	1.93	0.097	9.48	53.31	26.67	27.57	Mesotrophic	949516.88	561496.10	329174.03	59	35
271	Amazonas	AM	River	S0456538 	W06222749 	30.62	198	0.09	7.81	6.95	10.4	0.12	8.23	1.74	0.209	0.00	8.35	34.17	4.80	Mesotrophic	4352062.99	1687307.09	2480787.40	39	57
2249	Amazonas	AM	River	S0347168 	W05931272 	30.13	152	0.07	7.4	6.71	6.7	0.06	224.79	0.00	1.522	1.90	226.75	30.50	NA	Mesotrophic	433539.05	259895.85	152478.30	60	35
45	Amazonas	AP	River	S0002937 	W05124474 	29.11	87	0.04	8.14	6.91	4	0.03	106.16	10.44	0.111	4.74	110.93	46.63	10.62	Mesotrophic	662481.57	292825.55	309496.31	44	47
51	Amazonas	AP	River	S0003565 	W05106875 	29.76	97	0.04	7.98	7.12	14.2	0.00	139.03	10.70	486.14	0.00	139.03	40.39	12.99	Mesotrophic	597860.35	379190.46	144090.40	63	24
65	Amazonas	PA	River	S0042767 	W05109590 	29.54	96	0.04	7.93	7.14	3.3	0.00	136.35	8.76	476.51	0.53	136.88	45.98	15.63	Mesotrophic	460500.74	279260.35	129450.99	61	28
75	Amazonas	PA	River	S0052227 	W04953777 	28.85	132	0.06	7.33	6.85	7.1	0.00	190.76	5.03	0.684	0.00	190.76	42.48	37.95	Mesotrophic	520820.77	351825.80	140335.01	68	27
85	Amazonas	PA	River	S0116646 	W05126082 	29.57	96	0.04	8.24	7.06	3.2	0.00	140.63	11.67	497.57	0.00	140.63	41.03	12.05	Mesotrophic	520330.12	336820.69	129170.74	65	25
89	Amazonas	PA	River	S0129042 	W05207464 	29.29	92	0.04	6.28	7.03	12.6	0.00	134.75	9.73	470.68	0.53	135.28	50.45	13.90	Mesotrophic	544070.41	289970.35	182350.45	53	34
97	Amazonas	PA	River	S0131537 	W04904894 	29.51	94	0.04	7.86	7.76	15.6	0.00	105.37	4.15	403.87	0.00	105.37	36.89	25.38	Mesotrophic	473122.92	245919.11	149160.98	52	32
116	Amazonas	PA	River	S0149778 	W05217957 	29.36	79	0.04	6.26	6.27	12	0.21	40.30	2.90	0.144	15.17	55.68	29.70	19.20	Mesotrophic	292358.21	172009.95	100388.06	59	34
124	Amazonas	PA	River	S0155901 	W05529970 	29.48	90	0.04	7.27	6.66	5.7	0.00	121.65	7.78	479.42	0.53	122.18	51.25	15.70	Mesotrophic	126371.48	65432.59	44279.34	52	35
149	Amazonas	PA	River	S0227217 	W05439186 	29.52	66	0.03	5.71	7.43	9.8	0.00	101.34	6.81	325.46	0.53	101.87	41.35	14.96	Mesotrophic	200859.01	112529.45	60903.03	56	30
150	Amazonas	PA	River	S0144587 	W05037899 	29.53	95	0.04	8.39	7.28	15.5	0.09	153.44	5.41	0.498	0.00	153.53	47.43	28.36	Mesotrophic	126387.91	106272.11	28465.74	84	23
154	Amazonas	PA	River	S0231005 	W05257032 	27.34	75	0.03	6.64	6.27	6.7	0.00	117.82	1.74	0.157	0.95	118.77	27.31	68.25	Mesotrophic	531879.00	368510.01	99800.48	70	19
157	Amazonas	AM	River	S0237008 	W05641359 	28.77	75	0.03	6.13	6.67	15.8	0.00	128.60	13.62	491.75	0.00	128.60	47.58	9.44	Mesotrophic	119005.50	68200.37	36171.04	57	30
189	Amazonas	PI	River	S0312626 	W05211039 	30.3	75	0.03	6.29	7.62	11.7	0.00	62.58	16.54	30.99	0.00	62.58	27.94	3.78	Mesotrophic	847860.79	407550.45	323846.74	48	38
208	Amazonas	PA	River	S0332195 	W05142032 	30.44	121	0.06	6.20	7.89	13.7	0.00	9.77	0.97	1.022	0.00	9.77	34.01	10.11	Mesotrophic	534010.93	450399.29	57220.60	85	11
338	Amazonas	PA	River	S0626034 	W05444300 	30.52	45	0.02	4.70	7.36	16.3	0.32	2.37	0.00	0.063	8.54	11.23	26.67	NA	Mesotrophic	290612.24	263673.47	23673.47	91	8
374	Amazonas	PA	River	S0708779 	W05525619 	28.72	63	0.03	3.89	7.12	3.8	0.00	9.66	2.13	0.067	0.00	9.66	27.79	4.54	Mesotrophic	245902.10	227198.14	12102.56	92	5
598	Amazonas	MT	River	S1228799 	W05410200 	25.53	29	0.01	0.00	6.26	2.1	0.00	39.24	2.71	0.046	0.95	40.19	27.63	14.85	Mesotrophic	492659.93	397306.40	77474.75	81	16
360	Amazonas	AM	Lake	S0617405 	W06323687 	27.71	28	0.01	5.71	6	0	0.32	32.42	1.55	0.055	3.79	36.53	17.09	23.62	Oligotrophic	532937.47	278412.06	199851.55	52	38
83	Amazonas	PA	Lake	S0116047 	W05658124 	32.91	70	0.03	5.71	6.42	6.5	0.00	9.00	0.97	0.318	0.00	9.00	10.06	9.31	Oligotrophic	3317358.49	1884103.77	1287146.23	57	39
110	Amazonas	PA	Lake	S0147774 	W05042071 	30.04	80	0.04	7.73	7.5	28.6	0.00	12.42	0.00	0.111	0.00	12.42	23.95	NA	Oligotrophic	990970.87	586181.23	347508.09	59	35
2192	Amazonas	PA	Lake	S0137433 	W05324548 	31.45	50	0.02	6.25	6.37	8.4	0.00	7.15	0.00	0.045	0.00	7.15	14.93	NA	Oligotrophic	197780.94	184052.11	9867.60	93	5
2196	Amazonas	PA	Lake	S0130707 	W05619329 	34.81	71	0.03	5.82	6.68	2.2	0.00	13.87	0.83	45.81	0.00	13.87	19.64	16.71	Oligotrophic	2117731.51	1127056.71	868269.92	53	41
2223	Amazonas	AM	Lake	S0356068 	W06918048 	31.16	330	0.15	6.9	8	26.1	0.00	6.30	0.00	0.202	0.00	6.30	26.19	NA	Oligotrophic	1118630.98	764856.60	335273.42	68	30
2224	Amazonas	AM	Lake	S0200057 	W06828656 	33.34	1722	0.86	6.36	5.94	5.3	0.00	18.31	0.00	0.038	0.00	18.31	15.33	NA	Oligotrophic	1645179.19	797352.60	770069.36	48	47
2243	Amazonas	AM	Lake	S0430014 	W06039491 	30.68	377	0.18	7.84	7.04	14.9	0.00	64.17	0.77	0.083	13.28	77.44	23.15	100.13	Oligotrophic	2555944.95	1259027.52	1162678.90	49	45
165	Amazonas	PA	Reservoir	S0244979 	W05424985 	31.28	54	0.02	7.81	6.89	5.8	0.00	3.06	0.00	0.057	0.00	3.06	11.18	NA	Oligotrophic	211157.89	190774.63	18790.82	90	9
72	Amazonas	AM	Reservoir	S0147997 	W05932347 	31.7	361	0.17	7.41	7.26	5.1	0.00	0.47	0.00	0.040	0.95	1.42	13.25	NA	Oligotrophic	1176950.90	638480.62	486025.84	54	41
90	Amazonas	AM	Reservoir	S0127169 	W06002260 	32.08	265	0.12	7.06	8.98	11	0.00	0.95	0.97	0.040	0.95	1.90	13.09	1.97	Oligotrophic	2032507.25	1090217.39	860202.90	54	42
98	Amazonas	AM	Reservoir	S0154476 	W05928289 	31.32	325	0.15	7.34	7.51	23.6	0.00	0.47	0.00	0.040	3.79	4.26	15.01	NA	Oligotrophic	1411208.12	845167.51	506142.13	60	36
2240	Amazonas	AM	Reservoir	S0051697 	W05936996 	30.65	329	0.15	7.11	6.79	14.4	0.00	0.89	0.00	0.047	1.90	2.79	15.49	NA	Oligotrophic	1490063.83	846085.11	580585.11	57	39
456	Amazonas	PA	River	S0901954 	W05324850 	32.81	29	0.01	6.49	7.57	3.3	0.00	48.68	NA	39.85	102.87	151.55	22.86	NA	Oligotrophic	2597523.62	2028775.88	568747.74	78	22
471	Amazonas	PA	River	S0914948 	W05200427 	30.7	18	0.01	6.82	7.14	6.5	0.00	43.55	NA	31.42	66.44	109.98	23.02	NA	Oligotrophic	2125265.90	1579402.30	545863.60	74	26
500	Amazonas	MT	River	S0951818 	W05214409 	30.02	17	0.01	6.7	6.79	4.1	0.32	38.42	NA	40.34	66.44	105.17	26.21	NA	Oligotrophic	1236024.69	875540.74	360483.95	71	29
